element_id,rdoc_label,mapping_quality_tier,mapping_quality_score,hpo_curie,hpo_label,snomed_conceptid,snomed_label,nbo_curie,nbo_label,entity_curie,entity_label,entity_source,quality_curie,quality_label,direction_type,confidence,flag_poor_map,notes
150673,Decreased libido,High,32,HP:0046504,Decreased libido,,,NBO:0000236,sexual motivation behavior,NBO:0000236,sexual motivation behavior,NBO,PATO:0001997,decreased amount,1,high,no,Reduced sexual drive. Exact HPO match; entity = sexual motivation behavior. No specific SNOMED concept (libido is a finding).
150776,Eye Blink,High,32,HP:0034775,Abnormal blink rate,,,NBO:0000444,eye movement,NBO:0000444,eye movement,NBO,PATO:0000044,frequency,neutral_measure,high,no,Eye-blink rate / blink conditioning; entity=eye movement (NBO:0000227 blink conditioning related); neutral frequency measure; no clean SNOMED
150763,Interactive play,High,32,HP:4000082,Reduced cooperative play,,,NBO:0000049,social play,NBO:0000049,social play,NBO,PATO:0000049,intensity,neutral_measure,high,no,Interactive/social play; entity=social play; neutral measure; no SNOMED
158116,Limb-Kinetic Apraxia,High,32,HP:0030217,Limb apraxia,68345001,Apraxia,,,ICF:b7602,fine motor coordination / dexterity,ICF,PATO:0001997,decreased (impaired execution),1,high,no,Bearer=fine motor coordination; deficit. Was signed 'limb apraxia'. | Limb-kinetic apraxia; HPO Limb apraxia good match
150677,Memory retrieval deficits,High,32,HP:0033687,Short term memory impairment,,,NBO:0000307,memory retrieval behavior,NBO:0000307,memory retrieval behavior,NBO,PATO:0001997,decreased amount,1,high,no,Impaired recall/retrieval. Entity = memory retrieval behavior; quality decreased. HPO best is memory impairment family.
150777,Motor Activity,High,32,HP:0000752,Hyperactivity,,,NBO:0000002,whole body movement,NBO:0000002,whole body movement,NBO,PATO:0000049,intensity,neutral_measure,high,no,General motor activity level; entity=whole body movement; neutral measure of activity intensity/amount
150717,Perceptual priming,High,32,HP:5200216,Abnormal perceptual state,,,NBO:0000206,perceptual priming,NBO:0000206,perceptual priming,NBO,PATO:0001457,sensitivity of a process,neutral_measure,high,no,Implicit perceptual priming. Exact NBO match; Cognitive Atlas also matches. No SNOMED; HPO weak. Neutral measured process.
150790,Sleep,High,32,,,258158006,Sleep,GO:0030431,sleep,NBO:0000158,sleep pattern,NBO,PATO:0001309,duration,neutral_measure,high,no,Sleep as neutral measure (duration/amount); GO:0030431 also returned
158119,Weakness,High,32,HP:0025406,Asthenia,26544005,Muscle weakness,,,ICF:b730,muscle power / muscle strength,ICF,PATO:0001997,decreased,1,high,no,Bearer=muscle power function (ICF b730); sign=decreased. Was signed 'muscle weakness'. | Muscle weakness; decreased strength deficit
151468,Attentional lapses vs sustained attention,High,31,,,,,NBO:0000459,sustained attention behavior,trm_4a3fd79d0b311,sustained attention,CognitiveAtlas,PATO:0001309,duration,neutral_measure,high,no,Sustained attention vs lapses; neutral measure of attention maintenance
158126,Catatonic Stupor,High,31,,,46153004,Catatonic stupor,,,NBO:0000013,psychomotor activity,NBO,PATO:0001997,decreased,1,high,no,Bearer=psychomotor activity; sign=decreased. Was signed 'stupor'. | Catatonic stupor; SNOMED exact; markedly decreased behavioral/motor activity
150784,Locomotor activity,High,31,,,,,NBO:0000447,locomotor activation behavior,NBO:0000446,locomotor behavior,NBO,PATO:0000044,frequency,neutral_measure,high,no,Locomotor activity is a neutral measure of motor/locomotor output
151473,Spatial localization,High,31,,,,,NBO:0000746,spatial perception,trm_5519bb7767d98,spatial localization,CognitiveAtlas,PATO:0000323,accuracy,neutral_measure,high,no,Spatial localization in Cognitive Atlas; accuracy of localization
150791,Wakefulness,High,31,,,,,NBO:0000066,wakefulness,NBO:0000066,wakefulness,NBO,PATO:0001309,duration,neutral_measure,high,no,Wakefulness state; neutral measure
150711,Attentional Network Task distractibility,Medium,23,HP:0000736,Short attention span,28102002,Distractibility,NBO:0000457,selective attention behavior,NBO:0000457,selective attention behavior,NBO,PATO:0000049,intensity,neutral_measure,medium,yes,ANT-derived distractibility metric (paradigm-specific). SNOMED 'Distractibility' and entity attention behavior. Flagged: paradigm-bound measure.
150708,Compulsive behaviors,Medium,23,HP:0000722,Compulsive behaviors,12479006,Compulsive behaviour,NBO:0000248,obsessive-compulsive disorder,trm_4aae62e4ad209,voluntary behavioral control,CognitiveAtlas,PATO:0000460,"released (urge-driven, de novo)",5,medium,yes,Factored: bearer=voluntary behavioral control; release of compulsive urges (de-novo). 'released' modeled as PATO:0000460 abnormal. Was wrongly set to disorder 'obsessive-compulsive disorder'. HPO/SNOMED compulsive-behaviour matches retained.
150712,Distractibility,Medium,23,HP:0000736,Short attention span,28102002,Distractibility,NBO:0000457,selective attention behavior,NBO:0000457,selective attention behavior,NBO,PATO:0001997,decreased amount,1,medium,no,Reduced sustained/selective attention (susceptibility to distraction). SNOMED exact; entity = selective attention behavior; quality decreased.
151804,Distress upon separation,Medium,23,HP:0000718,Aggression,126943008,Separation anxiety,NBO:0000535,separation anxiety,NBO:0000535,separation anxiety behavior,NBO,PATO:0000049,intensity,neutral_measure,medium,no,Separation distress; NBO separation anxiety; HPO no strong match
150742,Eye gaze detection,Medium,23,HP:0034436,Gaze avoidance,400969001,Eye contact observations,NBO:0000616,eye contact,NBO:0000444,eye movement,NBO,PATO:0000905,quality,neutral_measure,medium,no,Detecting others' gaze direction; entity=eye movement/gaze; neutral measure
149948,Freezing,Medium,23,HP:0100852,Abnormal fear-induced behavior,48103003,Freezing,NBO:0000091,fear-related behavior,NBO:0000091,fear-related behavior,NBO,PATO:0000911,decreased rate,1,medium,no,Freezing = behavioral immobility; entity is fear-related behavior; quality decreased rate of locomotion (cessation of movement). No exact NBO 'freezing' class; SNOMED 'Freezing' is non-specific. HPO best is generic fear-induced behavior.
158217,Incontinent Affect,Medium,23,HP:0000712,Emotional lability,18963009,Mood swings,NBO:0000003,emotional behavior,NBO:0000003,affective regulation,NBO,PATO:0001303,labile / fluctuating,6,medium,no,Bearer=affective regulation; dysregulation/lability. | Affective incontinence/lability; HPO Emotional lability; dysregulation of affect
150751,Joint attention,Medium,23,HP:5200044,Reduced attention regulation,1066631000000100,Able to engage in joint attention communication,NBO:0000455,attention behavior,NBO:0000455,attention behavior,NBO,PATO:0000049,intensity,neutral_measure,medium,no,Shared attention; entity=attention behavior; neutral measure of frequency/duration
150720,Perceptual learning,Medium,23,HP:0001328,Specific learning disability,69998004,Learning,NBO:0000022,learning behavior,NBO:0000022,learning behavior,NBO,PATO:0000049,intensity,neutral_measure,medium,no,Perceptual learning lacks exact NBO term; mapped to learning behavior; neutral measure of learning amount
150688,Psychomotor retardation,Medium,23,HP:0011343,Moderate global developmental delay,1144814003,Psychomotor retardation,NBO:0000600,psychomotor agitation behavior,NBO:0000013,psychomotor activity,NBO,PATO:0000911,decreased rate,1,medium,no,Bearer=psychomotor activity; slowed. Refined from 'locomotory behavior'. | Slowed motor/cognitive activity. SNOMED exact; entity = locomotory/psychomotor behavior; quality decreased rate. HPO best match weak (dev delay).
150706,Repetitive behaviors,Medium,23,HP:0000733,Motor stereotypy,84328007,Stereotyped routines,NBO:0000008,rhythmic behavior,NBO:0000008,rhythmic behavior,NBO,PATO:0000470,increased amount,2,medium,no,Repetitive/stereotyped behavior. Entity = rhythmic/repetitive behavior (NBO); quality excess. HPO motor stereotypy and SNOMED stereotyped routines.
149956,Risk assessment,Medium,23,HP:0031472,Risky behavior,225338004,Risk assessment,NBO:0020093,assessment behavior,NBO:0020093,assessment behavior,NBO,PATO:0001457,sensitivity of a process,neutral_measure,medium,no,Defensive risk-assessment behavior; entity = assessment behavior (NBO ethology). HPO 'Risky behavior' is opposite direction (weak). Neutral measured behavior.
150707,Stereotypic behaviors,Medium,23,HP:0000733,Motor stereotypy,84328007,Stereotyped routines,NBO:0000008,rhythmic behavior,NBO:0000008,rhythmic behavior,NBO,PATO:0000470,increased amount,2,medium,no,Stereotypies. Entity = rhythmic/repetitive behavior; quality excess. HPO motor stereotypy good.
150699,Taste reactivity,Medium,23,GO:0050909,sensory perception of taste,397627001,"Taste, function",NBO:0000324,taste behavior,NBO:0000324,taste behavior,NBO,PATO:0000049,intensity,neutral_measure,medium,no,Orofacial hedonic taste reactivity (liking/disgust). Entity = taste behavior; neutral measure of reactivity intensity. HPO returns GO taste perception (weak).
150679,Withdrawal,Medium,23,HP:5200273,Pathological sadness,395095004,Social withdrawal,NBO:0000565,social withdrawal,NBO:0000281,social affiliation / social engagement,NBO,PATO:0001997,decreased,1,medium,no,Bearer=social affiliation; sign=decreased. Was signed 'social withdrawal'. | Social/behavioral withdrawal (RDoC negative valence sense). Entity = social withdrawal; quality decreased social engagement. SNOMED social withdrawal used; HPO weak.
150680,Worry,Medium,23,HP:5200233,Anticipatory anxiety,79015004,Worried,NBO:0000092,anxiety-related behavior,NBO:0000092,anxiety-related behavior,NBO,PATO:0000470,increased amount,2,medium,no,Apprehensive expectation. Entity = anxiety-related behavior; quality excess. SNOMED 'Worried' approximate.
150779,Affective states,Medium,22,HP:0025766,Abnormal affect,,,NBO:0000003,emotional behavior,NBO:0000003,emotional behavior,NBO,PATO:0000049,intensity,neutral_measure,medium,no,Broad affective-state construct; entity=emotional behavior; neutral measure; no clean SNOMED at this generic level
149954,Analgesia,Medium,22,HP:0008443,Neuropathic spinal arthropathy,38433004,No sensitivity to pain,,,NBO:0000425,nociceptive behavior,NBO,PATO:0001552,decreased sensitivity of a process,1,medium,no,Analgesia = reduced pain response. Entity = nociceptive behavior (NBO nociception class); quality decreased sensitivity. HPO has no direct analgesia term (used related arthropathy weakly - flag-worthy but SNOMED is exact).
150389,Anxious Arousal,Medium,22,HP:0000739,Anxiety,,,NBO:0000092,anxiety-related behavior,NBO:0000092,anxiety-related behavior,NBO,PATO:0000470,increased amount,2,medium,no,Heightened anxious arousal. Entity = anxiety-related behavior; quality increased. No exact SNOMED.
150685,Attentional bias to negative valenced information,Medium,22,HP:0031467,Dysregulated negative emotional state,,,NBO:0000455,attention behavior,trm_510059e54b2cf,attentional bias,CognitiveAtlas,PATO:0000460,abnormal,4,medium,yes,Biased attention to negative info. Entity = attentional bias; quality distortion. No SNOMED; HPO weak. Flagged.
150670,Attentional bias to threat,Medium,22,HP:0031467,Dysregulated negative emotional state,,,NBO:0000455,attention behavior,trm_510059e54b2cf,attentional bias,CognitiveAtlas,PATO:0000460,abnormal,4,medium,yes,Biased allocation of attention to threat. Entity = attentional bias (Cognitive Atlas); quality = distortion. No SNOMED; HPO weak. Flagged on map quality.
150756,Comprehension of non-verbal gestures,Medium,22,HP:4000090,Abnormal gesture use,,,NBO:0000613,nonverbal communication behavior,NBO:0000613,nonverbal communication behavior,NBO,PATO:0000905,quality,neutral_measure,medium,no,Gesture comprehension; entity=nonverbal communication; neutral accuracy measure; no SNOMED
158115,Conceptual Apraxia,Medium,22,HP:0002186,Apraxia,68345001,Apraxia,,,ICF:b176,praxis (skilled purposeful movement),ICF,PATO:0001997,decreased,1,medium,no,Bearer=praxis; deficit. Was signed 'apraxia'. | No specific 'conceptual apraxia' in HPO/SNOMED; mapped to general apraxia
150724,Discrimination,Medium,22,HP:0001963,Abnormal speech discrimination,,,NBO:0000277,discriminatory behavior,NBO:0000465,form perception behavior,NBO,PATO:0000905,quality,neutral_measure,medium,no,Perceptual discrimination task; NBO discriminatory behavior is social-bias sense; entity=perception; neutral accuracy measure; no good SNOMED for perceptual discrimination
150781,Emotional Reactivity,Medium,22,HP:0041092,Emotional hypersensitivity,,,NBO:0000003,emotional behavior,NBO:0000003,emotional behavior,NBO,PATO:0000049,intensity,neutral_measure,medium,no,Reactivity/responsiveness of emotion; entity=emotional behavior; neutral measure of intensity; no clean SNOMED
150691,Executive function,Medium,22,HP:0011442,Abnormal central motor function,311507007,Executive cognitive functions,,,ICF:b164,higher-level cognitive functions,ICF,PATO:0001457,sensitivity of a process,neutral_measure,medium,no,Umbrella construct of cognitive control. SNOMED 'Executive cognitive functions' good; entity from ICF higher-level cognitive functions (b164). No NBO/Cognitive Atlas exact; neutral measured construct.
150750,Facial affect production,Medium,22,HP:0025766,Abnormal affect,,,NBO:0000003,emotional behavior,NBO:0000003,emotional behavior,NBO,PATO:0000049,intensity,neutral_measure,medium,no,Production of facial expressions of affect; neutral measure; no exact NBO facial-expression term; no SNOMED
149957,Facial expressions,Medium,22,HP:5200015,Muted facial expression,248148002,Facial expression,,,ICF:b1671,mental functions of expression,ICF,PATO:0001309,duration,neutral_measure,medium,no,Neutral measure of facial affect display. No NBO match (returned anatomy). Entity from ICF body functions / facial-expression production. SNOMED + HPO good.
158216,Functional Movement Disorders,Medium,22,,,718362003,Functional movement disorder,NBO:0000478,periodic limb movement disorder,NBO:0000403,voluntary motor control,NBO,PATO:0000460,context-decoupled / distorted,8,medium,yes,Bearer=voluntary motor control. Was signed 'movement disorder'. | relational/contextual (context-decoupled) modeled as PATO abnormal | Functional (psychogenic) movement disorder; SNOMED exact; context-decoupled abnormal movement
150771,Gaze following,Medium,22,HP:0034436,Gaze avoidance,,,NBO:0000444,eye movement,NBO:0000444,eye movement,NBO,PATO:0000905,quality,neutral_measure,medium,yes,Following another's gaze (joint attention); no NBO gaze-following term; entity=eye movement; neutral accuracy/latency measure
150762,Gestural/postural expressions,Medium,22,HP:0034481,Atypical gestures,,,NBO:0000355,posture,NBO:0000355,posture,NBO,PATO:0000049,intensity,neutral_measure,medium,no,Gesture/posture expression; entity=posture (also nonverbal communication); neutral measure; no SNOMED
150686,Guilt,Medium,22,HP:6000011,Guilt,7571003,Feeling guilt,,,MFOEM:000054,guilt,MFOEM,PATO:0000049,intensity,neutral_measure,medium,no,Self-conscious emotion. HPO 'Guilt' and SNOMED 'Feeling guilt' good. No NBO class; entity from MFOEM.
150747,Head turning,Medium,22,HP:0002421,Poor head control,,,NBO:0000020,head movement,NBO:0000020,head movement,NBO,PATO:0000044,frequency,neutral_measure,medium,no,Head-turn orienting response; entity=head movement; neutral measure; HPO weak; no good SNOMED
158114,Ideational Apraxia,Medium,22,HP:0002186,Apraxia,68345001,Apraxia,,,ICF:b176,praxis (skilled purposeful movement),ICF,PATO:0001997,decreased,1,medium,no,Bearer=praxis; deficit. Was signed 'apraxia'. | Ideational apraxia subtype; HPO/SNOMED only general apraxia; motor planning deficit
150741,Identification of emotion,Medium,22,HP:0030213,Emotional dearth,,,NBO:0000003,emotional behavior,NBO:0000003,emotional behavior,NBO,PATO:0000905,quality,neutral_measure,medium,yes,Emotion recognition task; no exact NBO/SNOMED; HPO weak; neutral accuracy measure
158117,Ideomotor Apraxia,Medium,22,HP:0002186,Apraxia,246568006,Gestural apraxia,,,ICF:b176,praxis (skilled purposeful movement),ICF,PATO:0001997,decreased,1,medium,no,Bearer=praxis; deficit. Was signed 'apraxia'. | Ideomotor apraxia; SNOMED gestural apraxia close; HPO general apraxia
150769,Imitation,Medium,22,HP:5200026,Impaired social imitation,311588000,Imitation of oral motor function,,,NBO:0000613,nonverbal communication behavior,NBO,PATO:0000905,quality,neutral_measure,medium,yes,No NBO imitation class; entity approximated; neutral accuracy measure
150752,Imitation of facial gestures,Medium,22,HP:5200026,Impaired social imitation,311588000,Imitation of oral motor function,,,NBO:0000613,nonverbal communication behavior,NBO,PATO:0000905,quality,neutral_measure,medium,yes,No NBO imitation class; entity approximated; neutral accuracy measure
150692,Loss of drive,Medium,22,HP:0030018,Decreased female libido,,,NBO:0000233,motivation behavior,NBO:0000233,motivation behavior,NBO,PATO:0001997,decreased amount,1,medium,no,Reduced motivational drive (avolition family). Entity = motivation behavior; quality decreased. HPO match weak; no clean SNOMED.
150687,Morbid Thoughts,Medium,22,HP:0031589,Suicidal ideation,162315007,Morbid thoughts,,,trm_4fa295124a375,thought content / ideation,CognitiveAtlas,PATO:0000470,increased (intrusive),2,medium,yes,Bearer=thought content; intrusive ideation. Was vague 'memory behavior'. | Preoccupation with death/dying. SNOMED 'Morbid thoughts' exact; HPO suicidal-ideation related. No NBO thought class; entity proxy weak. Flagged on entity.
158214,Neglect,Medium,22,HP:0032693,Focal cognitive seizure with neglect,32422007,Hemispatial neglect,,,trm_4a3fd79d0b1b2,spatial attention,CognitiveAtlas,PATO:0001997,decreased (unilateral/hemispatial),1,medium,no,Bearer=spatial attention; unilateral decrease. Was signed 'neglect' (and wrong dir 3). | Hemispatial neglect; SNOMED exact; absence of awareness of contralesional space
150710,Object/feature attention,Medium,22,HP:0000736,Short attention span,,,NBO:0000457,selective attention behavior,NBO:0000457,selective attention behavior,NBO,PATO:0001457,sensitivity of a process,neutral_measure,medium,no,Feature/object-based selective attention. Entity = selective attention behavior. No good HPO/SNOMED for the measure.
150733,Off-task behaviors,Medium,22,HP:0000736,Short attention span,,,NBO:0000455,attention behavior,NBO:0000455,attention behavior,NBO,PATO:0000911,decreased quality,1,medium,no,Off-task = lapses in sustained attention; deficit of task-focused attention
150719,Reading,Medium,22,HP:0010522,Dyslexia,50360004,Reading,,,ICF:d166,reading,ICF,PATO:0001309,duration,neutral_measure,medium,no,Reading as an activity/skill. SNOMED 'Reading' exact; entity from ICF activities d166 reading. No NBO; HPO captures dyslexia (deficit direction). Neutral measure.
150749,Reciprocal emotional expression,Medium,22,HP:5200220,Decreased facial expression mirroring,,,NBO:0000003,emotional behavior,NBO:0000003,emotional behavior,NBO,PATO:0000049,intensity,neutral_measure,medium,yes,Affective reciprocity; no exact NBO; neutral measure; no SNOMED
150758,Response to distress/separation distress,Medium,22,HP:0031468,Separation insecurity,,,NBO:0000232,distress behavior,NBO:0000232,distress behavior,NBO,PATO:0000049,intensity,neutral_measure,medium,no,Separation distress response; entity=distress behavior (NBO:0000535 separation anxiety also relevant); neutral intensity measure
150678,Rumination,Medium,22,HP:0025771,Ruminations,86110000,Rumination - thoughts,,,trm_4fa295124a375,repetitive cognition / thought process,CognitiveAtlas,PATO:0000470,increased (repetitive),2,medium,no,"Entity renamed from 'perseverative cognition' to sign-free 'repetitive cognition' to avoid signed-term substring. | Bearer=perseverative cognition. Was vague 'memory behavior'. | Repetitive negative thought (cognitive rumination, not GI). SNOMED 'Rumination - thoughts' and HPO 'Ruminations' good. No NBO class for cognitive rumination; entity proxy = memory/thought behavior (weak)."
150743,Scanning patterns,Medium,22,HP:0002168,Scanning speech,,,NBO:0000444,eye movement,NBO:0000444,eye movement,NBO,PATO:0000049,intensity,neutral_measure,medium,yes,Eye-scanning pattern measure; HPO scanning speech is unrelated (dysarthria); neutral measure of gaze/eye-movement pattern
150786,Sleep-wake,Medium,22,,,271793004,Irregular sleep-wake pattern,NBO:0000084,circadian behavior,NBO:0000084,circadian/sleep-wake behavior,NBO,PATO:0000044,frequency,neutral_measure,medium,no,Sleep-wake cycle; neutral measure of circadian rhythm
149953,Social approach,Medium,22,HP:0025732,Abnormal social development,,,NBO:0000148,social investigation,NBO:0000011,social behavior,NBO,PATO:0000470,increased amount,2,medium,no,Approach toward conspecifics. Entity = social behavior; quality increased approach. No clean SNOMED for social approach behavior.
150709,Spatial attention,Medium,22,HP:0012836,Spatial pattern,,,NBO:0000455,attention behavior,NBO:0000455,attention behavior,NBO,PATO:0001457,sensitivity of a process,neutral_measure,medium,no,Attention to spatial locations (neutral measured construct). Entity = attention behavior (NBO); Cognitive Atlas trm_4a3fd79d0b1b2 also matches. No good HPO/SNOMED.
150761,Speech (affective) prosody,Medium,22,HP:0031434,Abnormal prosody,,,NBO:0000037,vocalization behavior,NBO:0000037,vocalization behavior,NBO,PATO:0000049,intensity,neutral_measure,medium,no,Affective prosody production; no NBO prosody term; entity=vocalization; neutral measure; no SNOMED
150715,Stimulus detection,Medium,22,GO:0051606,detection of stimulus,,,NBO:0000314,sensory perception behavior,trm_5519b80525e89,stimulus detection,CognitiveAtlas,PATO:0001457,sensitivity of a process,neutral_measure,medium,no,Detection of a sensory stimulus (neutral measure). Entity from Cognitive Atlas; HPO returns GO detection-of-stimulus (weak ontology fit). No SNOMED.
158120,Stuttering,Medium,22,HP:0025268,Stuttering,39423001,Stuttering,,,ICF:b330,speech fluency,ICF,PATO:0000460,disrupted (dysfluent),4,medium,no,Bearer=speech fluency (ICF b330); distortion. Was signed 'stuttering'. | Stuttering = disfluency/distortion of speech timing; SNOMED/HPO exact
158131,Tics,Medium,22,HP:0100033,Tics,386783003,Tic,,,NBO:0000403,motor activity (movement),NBO,PATO:0000460,"released (involuntary, intermittent)",5,medium,no,Factored: bearer=motor activity; release of involuntary movements. 'released' modeled as PATO:0000460 abnormal. Was signed 'tics' (and prior dir 4).
150774,Waking,Medium,22,HP:5200296,Abnormal transition from sleep to wakefulness,,,NBO:0000066,wakefulness,NBO:0000066,wakefulness,NBO,PATO:0000049,intensity,neutral_measure,medium,no,Waking/arousal transition; entity=wakefulness; neutral measure; no clean SNOMED
158213,Alien Hand Syndrome,Medium,21,HP:0032506,Alien limb phenomenon,,,,,trm_5154b2f947fe9,sense of agency / voluntary motor control,CognitiveAtlas,PATO:0000460,released (involuntary purposeful action),5,medium,no,Bearer=sense of agency; release. Was signed 'alien limb phenomenon'. | release/de-novo (involuntary purposeful action) modeled as PATO abnormal | Alien hand; HPO Alien limb phenomenon; involuntary/disowned movement release
